Fix1 Fix2 Rndm_FY Rndm_PE Rndm_Animal Phenotype_Circular Phenotype_Continuous
2 2 491 3752 3320 0.017 0.017
1 1 469 3753 1053 2.821 9.104
1 4 470 3753 1053 1.572 7.855
2 4 471 3753 1053 4.755 4.755
3 4 472 3753 1053 4.057 4.057
1 1 487 3754 2298 3.531 9.814
1 4 488 3754 2298 3.089 3.089
1 2 491 3755 10466 1.649 1.649
1 2 632 3756 10465 3.849 3.849
1 2 481 3757 5376 0.361 0.361
1 3 32 3757 5376 3.972 3.972
2 4 33 3757 5376 4.301 4.301
1 2 491 3758 10464 3.169 3.169
2 2 638 3759 2297 4.340 4.340
1 2 636 3760 3319 2.561 2.561
2 4 629 3760 3319 1.886 1.886
2 3 671 3760 3319 1.130 1.130
3 4 614 3760 3319 4.779 -1.504
4 4 615 3760 3319 2.182 2.182
5 4 594 3760 3319 0.180 0.180
5 4 595 3760 3319 3.701 3.701
6 3 589 3760 3319 0.453 0.453
6 4 596 3760 3319 6.090 6.090
6 4 606 3760 3319 1.676 1.676
6 4 254 3760 3319 0.224 0.224
1 1 641 3761 10463 5.261 5.261
2 5 632 3761 10463 3.558 3.558
1 2 636 3762 1312 2.168 2.168
2 5 634 3762 1312 4.199 4.199
3 4 614 3762 1312 0.472 0.472
4 4 615 3762 1312 5.253 5.253
5 4 594 3762 1312 1.387 1.387
1 2 481 3763 10462 3.543 3.543
1 4 648 3763 10462 4.943 4.943
1 2 627 3764 10461 3.528 3.528
1 2 642 3765 2296 2.590 2.590
2 4 638 3765 2296 4.710 4.710
1 2 636 3766 2295 0.203 0.203
2 4 629 3766 2295 2.636 2.636
2 4 671 3766 2295 1.600 1.600
3 4 614 3766 2295 0.692 0.692
4 4 615 3766 2295 2.105 2.105
4 4 588 3766 2295 2.805 2.805
5 4 611 3766 2295 4.096 4.096
6 4 612 3766 2295 2.426 2.426
6 4 608 3766 2295 2.550 2.550
6 4 613 3766 2295 3.955 3.955
1 2 38 3767 10460 4.147 4.147
2 4 494 3767 10460 2.020 2.020
1 2 626 3768 1686 3.522 3.522
1 2 627 3769 5375 4.193 4.193
2 4 628 3769 5375 4.560 4.560
3 5 667 3769 5375 3.916 3.916
1 2 627 3770 10459 4.702 4.702
1 2 636 3771 3317 4.309 4.309
2 4 629 3771 3317 3.064 3.064
2 3 634 3771 3317 5.890 5.890
3 4 614 3771 3317 2.458 2.458
4 4 615 3771 3317 0.443 6.727
5 4 617 3771 3317 4.624 4.624
6 4 604 3771 3317 1.859 8.142
2 2 671 3772 10458 2.658 2.658
3 4 614 3772 10458 0.860 0.860
1 2 691 3773 10457 2.443 2.443
2 5 667 3773 10457 3.104 3.104
1 2 636 3774 3316 2.452 2.452
2 5 674 3774 3316 4.619 4.619
3 4 585 3774 3316 2.042 2.042
4 5 616 3774 3316 2.482 2.482
5 5 603 3774 3316 2.613 2.613
6 5 619 3774 3316 3.482 3.482
1 2 691 3775 5374 1.549 1.549
3 5 614 3775 5374 1.235 1.235
4 4 615 3775 5374 3.745 3.745
5 4 603 3775 5374 4.035 4.035
6 5 604 3775 5374 5.138 5.138
6 5 623 3775 5374 3.752 3.752
1 1 648 3776 10456 0.976 7.259
4 2 649 3777 1685 1.244 1.244
1 2 636 3778 5373 3.712 3.712
3 5 585 3778 5373 0.024 6.307
3 4 601 3778 5373 5.171 5.171
4 3 602 3778 5373 3.460 3.460
5 4 594 3778 5373 2.741 2.741
1 2 31 3779 5372 3.732 3.732
1 2 505 3779 5372 5.701 5.701
2 3 32 3779 5372 2.036 2.036
3 5 33 3779 5372 0.635 6.918
4 4 506 3779 5372 4.550 4.550
4 4 653 3779 5372 4.486 4.486
1 2 626 3780 2294 3.014 3.014
1 2 636 3781 5371 3.006 3.006
2 5 667 3781 5371 1.364 1.364
3 5 618 3781 5371 2.512 2.512
4 4 615 3781 5371 3.119 3.119
5 4 594 3781 5371 2.843 2.843
6 5 612 3781 5371 3.572 3.572
6 4 608 3781 5371 2.666 2.666
6 4 613 3781 5371 4.094 4.094
6 3 149 3781 5371 2.661 2.661
1 1 488 3782 5370 3.708 9.991
1 4 32 3782 5370 0.440 6.723
1 2 494 3783 5369 4.424 4.424
1 4 501 3783 5369 3.533 9.816
2 4 491 3783 5369 5.585 5.585
3 4 640 3783 5369 5.112 5.112
3 3 641 3783 5369 5.470 5.470
4 4 642 3783 5369 6.265 6.265
5 4 638 3783 5369 5.201 5.201
2 2 667 3784 10455 0.726 0.726
3 5 601 3784 10455 2.938 2.938
4 4 597 3784 10455 5.012 -1.272
1 2 636 3785 10454 2.999 2.999
3 5 586 3785 10454 1.976 1.976
4 5 615 3785 10454 2.986 2.986
4 4 588 3785 10454 5.528 5.528
5 4 611 3785 10454 1.190 1.190
1 2 474 3786 2293 1.303 1.303
2 3 35 3786 2293 3.671 3.671
2 4 495 3786 2293 2.609 2.609
3 4 491 3786 2293 3.439 3.439
4 4 640 3786 2293 3.969 3.969
4 4 641 3786 2293 2.865 2.865
1 2 506 3787 10453 4.611 4.611
2 4 34 3787 10453 5.003 5.003
1 2 499 3788 10452 2.254 2.254
2 4 504 3788 10452 2.264 2.264
3 3 635 3788 10452 4.276 4.276
4 5 632 3788 10452 3.672 3.672
4 4 660 3788 10452 6.118 6.118
5 4 674 3788 10452 3.519 3.519
1 2 636 3789 10451 1.411 1.411
2 4 667 3789 10451 4.263 4.263
2 4 586 3789 10451 1.616 1.616
4 5 616 3789 10451 2.707 2.707
4 4 610 3789 10451 3.627 3.627
5 4 611 3789 10451 5.107 5.107
6 4 612 3789 10451 1.561 7.844
6 4 595 3789 10451 4.681 4.681
6 4 591 3789 10451 0.045 0.045
1 2 636 3790 10450 0.221 0.221
1 2 636 3791 10449 6.048 -0.235
5 5 587 3791 10449 2.190 2.190
1 2 636 3792 10448 1.914 1.914
2 4 629 3792 10448 2.088 2.088
3 5 585 3792 10448 2.698 2.698
3 4 586 3792 10448 1.795 1.795
4 4 597 3792 10448 2.237 2.237
5 4 607 3792 10448 5.192 -1.092
6 4 598 3792 10448 3.500 3.500
1 1 648 3793 5368 1.906 8.189
1 2 626 3794 1310 4.604 4.604
2 4 502 3794 1310 2.921 2.921
2 3 630 3794 1310 4.417 4.417
3 4 628 3794 1310 4.648 4.648
5 5 629 3794 1310 4.444 4.444
5 4 671 3794 1310 3.597 3.597
6 4 618 3794 1310 1.780 1.780
6 4 602 3794 1310 4.031 4.031
6 4 594 3794 1310 5.235 -1.048
2 2 629 3795 10447 4.630 4.630
2 4 671 3795 10447 0.232 0.232
3 4 614 3795 10447 5.095 -1.188
4 4 615 3795 10447 3.648 3.648
5 4 594 3795 10447 1.590 1.590
5 3 611 3795 10447 1.987 1.987
6 4 609 3795 10447 2.897 2.897
6 4 608 3795 10447 0.149 0.149
1 2 636 3796 3315 0.426 0.426
2 4 629 3796 3315 0.722 0.722
3 5 614 3796 3315 1.426 1.426
5 5 594 3796 3315 3.152 3.152
5 4 588 3796 3315 4.023 4.023
1 2 642 3797 10446 1.820 1.820
1 2 636 3798 10445 1.930 1.930
2 4 667 3798 10445 1.155 1.155
3 4 585 3798 10445 2.642 2.642
3 4 601 3798 10445 2.851 2.851
5 5 594 3798 10445 1.727 1.727
5 4 605 3798 10445 0.626 0.626
6 4 589 3798 10445 2.497 2.497
6 4 596 3798 10445 4.041 4.041
6 4 252 3798 10445 2.330 2.330
6 3 253 3798 10445 3.355 3.355
2 2 629 3799 5367 1.187 1.187
2 3 671 3799 5367 1.297 1.297
3 4 614 3799 5367 0.948 0.948
4 4 615 3799 5367 1.454 1.454
4 4 594 3799 5367 2.255 2.255
5 4 605 3799 5367 6.260 -0.023
6 4 609 3799 5367 2.399 2.399
1 1 648 3800 10444 0.696 6.979
2 2 502 3801 10443 4.618 4.618
3 4 627 3801 10443 4.726 4.726
2 2 629 3802 3314 4.648 4.648
2 5 586 3802 3314 4.334 4.334
3 4 601 3802 3314 4.785 4.785
5 5 617 3802 3314 4.171 4.171
6 4 604 3802 3314 2.975 2.975
1 2 636 3803 5366 3.010 3.010
2 5 667 3803 5366 4.350 4.350
1 2 636 3804 5365 2.528 2.528
1 1 648 3805 5364 0.603 6.887
2 2 629 3806 10442 1.356 1.356
2 5 586 3806 10442 5.642 -0.641
3 4 601 3806 10442 3.956 3.956
4 4 602 3806 10442 1.576 1.576
5 4 587 3806 10442 5.116 5.116
5 4 595 3806 10442 1.130 1.130
6 3 589 3806 10442 2.862 2.862
6 4 596 3806 10442 1.327 7.610
6 4 252 3806 10442 3.579 3.579
2 2 629 3807 10441 3.404 3.404
2 4 637 3807 10441 5.703 5.703
3 4 618 3807 10441 4.565 4.565
4 4 615 3807 10441 3.886 3.886
5 4 594 3807 10441 1.915 1.915
1 2 636 3808 10440 3.720 3.720
2 5 586 3808 10440 1.956 1.956
4 5 616 3808 10440 2.207 2.207
4 4 610 3808 10440 3.834 3.834
1 2 499 3809 860 4.189 4.189
2 4 504 3809 860 4.787 4.787
1 1 491 3810 5363 4.893 4.893
1 4 640 3810 5363 2.385 2.385
2 4 641 3810 5363 1.831 1.831
3 4 657 3810 5363 3.828 3.828
1 2 691 3811 5362 1.620 1.620
2 5 674 3811 5362 2.966 2.966
3 4 585 3811 5362 2.372 2.372
3 4 601 3811 5362 5.935 5.935
5 5 617 3811 5362 2.289 2.289
1 2 636 3812 3313 4.195 4.195
2 5 667 3812 3313 0.371 0.371
3 5 614 3812 3313 1.137 1.137
4 4 615 3812 3313 3.606 3.606
5 4 603 3812 3313 3.224 3.224
6 4 604 3812 3313 3.674 3.674
6 3 697 3812 3313 1.951 1.951
6 4 698 3812 3313 3.289 3.289
1 2 642 3813 5361 2.899 2.899
2 4 627 3813 5361 3.144 3.144
4 5 585 3813 5361 1.880 1.880
5 4 601 3813 5361 4.792 4.792
5 4 602 3813 5361 6.253 6.253
6 5 587 3813 5361 2.385 2.385
1 2 626 3814 2292 3.750 3.750
2 4 504 3814 2292 0.217 0.217
3 3 630 3814 2292 1.083 1.083
3 3 631 3814 2292 5.512 -0.772
4 4 636 3814 2292 4.089 4.089
5 4 637 3814 2292 3.159 3.159
5 4 634 3814 2292 3.942 3.942
2 2 629 3815 10439 1.578 1.578
3 5 585 3815 10439 3.792 3.792
2 2 667 3816 10438 1.852 1.852
3 5 592 3816 10438 2.880 2.880
1 2 33 3817 10437 2.305 2.305
1 2 636 3818 10436 2.490 2.490
2 5 586 3818 10436 0.882 0.882
3 5 586 3818 10436 1.125 1.125
4 3 597 3818 10436 6.230 -0.053
5 4 587 3818 10436 5.339 5.339
1 2 636 3819 10435 4.452 4.452
1 4 629 3819 10435 4.053 4.053
1 2 636 3820 10434 1.698 1.698
1 1 648 3821 10432 1.379 7.662
1 2 491 3822 5360 0.001 0.001
2 4 36 3822 5360 1.868 1.868
2 4 503 3822 5360 2.927 2.927
3 3 657 3822 5360 4.069 4.069
4 4 627 3822 5360 3.972 3.972
4 4 675 3822 5360 3.817 3.817
5 4 674 3822 5360 0.226 0.226
1 2 642 3823 10431 6.016 -0.267
2 4 627 3823 10431 2.576 2.576
3 5 629 3823 10431 1.751 1.751
4 5 592 3823 10431 1.933 1.933
5 5 616 3823 10431 3.983 -2.301
1 2 691 3824 3312 1.857 1.857
2 5 667 3824 3312 3.414 3.414
3 4 585 3824 3312 4.973 4.973
3 4 601 3824 3312 4.804 4.804
5 5 594 3824 3312 3.104 3.104
1 2 691 3825 10430 1.947 1.947
2 5 585 3825 10430 5.995 5.995
3 4 601 3825 10430 3.247 3.247
4 4 602 3825 10430 3.793 3.793
5 4 587 3825 10430 4.045 4.045
1 2 474 3826 10429 1.609 1.609
2 4 506 3826 10429 3.963 3.963
1 2 636 3827 3311 2.392 2.392
2 5 634 3827 3311 1.142 1.142
3 4 614 3827 3311 0.143 0.143
4 4 615 3827 3311 2.900 2.900
4 4 588 3827 3311 3.635 3.635
1 2 642 3828 1684 1.799 1.799
2 5 675 3828 1684 3.204 3.204
3 5 674 3828 1684 3.034 3.034
5 5 593 3828 1684 2.350 2.350
6 4 610 3828 1684 1.027 1.027
6 4 607 3828 1684 2.606 2.606
6 4 612 3828 1684 3.705 3.705
6 4 608 3828 1684 2.886 2.886
6 5 252 3828 1684 1.223 1.223
1 2 626 3829 3310 2.354 2.354
1 2 636 3830 3309 4.598 4.598
2 4 667 3830 3309 3.210 3.210
3 5 601 3830 3309 5.106 5.106
4 4 602 3830 3309 2.871 2.871
5 4 587 3830 3309 0.073 6.357
6 4 598 3830 3309 4.647 4.647
6 5 608 3830 3309 5.152 5.152
1 2 636 3831 1309 0.878 0.878
1 2 636 3832 5359 1.567 1.567
2 2 502 3833 10428 2.918 2.918
1 1 487 3834 1683 1.446 7.730
1 4 490 3834 1683 4.884 4.884
2 4 474 3834 1683 1.512 1.512
3 3 35 3834 1683 2.608 2.608
3 4 495 3834 1683 3.896 3.896
4 4 499 3834 1683 3.342 3.342
1 1 521 3835 3308 6.035 6.035
1 4 488 3835 3308 2.947 2.947
1 2 494 3836 5358 4.063 4.063
1 4 501 3836 5358 5.624 5.624
2 4 491 3836 5358 2.973 2.973
3 4 640 3836 5358 2.746 2.746
4 3 641 3836 5358 5.341 5.341
4 4 657 3836 5358 0.042 6.325
5 4 636 3836 5358 4.041 4.041
6 4 629 3836 5358 2.563 2.563
6 5 592 3836 5358 4.149 4.149
6 4 616 3836 5358 0.974 0.974
6 4 610 3836 5358 1.582 1.582
1 2 491 3837 10426 2.976 2.976
1 4 640 3837 10426 1.315 1.315
2 4 503 3837 10426 1.428 1.428
3 3 657 3837 10426 3.032 3.032
4 4 627 3837 10426 4.181 4.181
4 4 675 3837 10426 3.814 3.814
6 5 585 3837 10426 2.916 2.916
1 2 642 3838 5357 1.973 1.973
2 4 627 3838 5357 2.620 2.620
3 5 667 3838 5357 1.972 1.972
1 2 642 3839 5356 4.128 4.128
2 4 627 3839 5356 0.516 0.516
3 5 634 3839 5356 1.123 1.123
4 4 614 3839 5356 5.717 -0.566
1 2 642 3840 10425 1.603 1.603
2 4 627 3840 10425 2.236 2.236
2 4 675 3840 10425 3.339 3.339
4 5 586 3840 10425 1.693 1.693
5 5 593 3840 10425 1.723 1.723
6 5 605 3840 10425 1.503 1.503
6 4 589 3840 10425 2.701 2.701
1 1 521 3841 2291 5.342 5.342
1 4 488 3841 2291 3.050 3.050
2 4 474 3841 2291 3.507 3.507
3 4 520 3841 2291 3.054 3.054
3 4 489 3841 2291 5.030 5.030
4 4 499 3841 2291 1.939 1.939
5 5 504 3841 2291 1.875 1.875
6 3 635 3841 2291 2.831 2.831
6 3 631 3841 2291 5.925 -0.359
6 4 636 3841 2291 1.976 1.976
2 2 632 3842 5355 0.969 0.969
3 4 633 3842 5355 0.843 0.843
3 4 634 3842 5355 4.838 4.838
4 2 585 3842 5355 2.067 2.067
5 4 586 3842 5355 4.060 4.060
5 4 597 3842 5355 1.432 1.432
1 2 491 3843 1308 2.679 2.679
1 3 640 3843 1308 1.729 1.729
2 5 635 3843 1308 3.208 3.208
3 4 628 3843 1308 2.877 2.877
4 4 691 3843 1308 0.397 0.397
5 4 667 3843 1308 3.140 3.140
1 2 661 3844 10424 3.973 3.973
2 5 654 3844 10424 2.214 2.214
1 2 499 3845 10423 1.409 1.409
2 4 502 3845 10423 1.126 1.126
2 3 503 3845 10423 1.580 1.580
3 4 657 3845 10423 4.378 4.378
1 2 657 3846 10422 1.015 7.299
1 2 491 3847 5354 0.586 6.870
1 3 640 3847 5354 4.308 4.308
2 4 641 3847 5354 6.126 6.126
3 4 657 3847 5354 1.370 7.654
4 4 633 3847 5354 6.125 6.125
5 5 667 3847 5354 5.461 5.461
6 5 586 3847 5354 5.492 5.492
6 4 597 3847 5354 4.489 4.489
6 4 607 3847 5354 5.189 5.189
1 2 36 3848 3307 4.263 4.263
2 5 502 3848 3307 4.631 4.631
3 5 631 3848 3307 3.456 3.456
4 4 636 3848 3307 4.917 4.917
5 4 637 3848 3307 4.552 4.552
5 3 634 3848 3307 3.439 3.439
6 4 614 3848 3307 1.200 1.200
6 4 615 3848 3307 0.272 6.555
6 5 598 3848 3307 3.541 3.541
6 4 590 3848 3307 0.014 6.298
6 5 252 3848 3307 0.123 0.123
1 2 642 3849 5353 3.220 3.220
2 5 660 3849 5353 5.906 5.906
4 5 585 3849 5353 5.615 5.615
4 4 601 3849 5353 4.980 4.980
5 4 602 3849 5353 4.138 4.138
2 2 627 3850 10420 2.909 2.909
3 5 629 3850 10420 3.110 3.110
2 2 627 3851 10419 3.700 3.700
2 4 675 3851 10419 3.350 3.350
4 5 585 3851 10419 3.862 3.862
5 4 586 3851 10419 1.118 1.118
1 1 521 3852 1307 0.155 6.438
1 4 488 3852 1307 2.887 2.887
1 2 494 3853 3306 5.089 5.089
1 4 501 3853 3306 3.885 3.885
2 4 491 3853 3306 1.827 1.827
3 4 36 3853 3306 3.310 3.310
4 4 630 3853 3306 5.272 5.272
4 3 631 3853 3306 5.507 5.507
5 4 632 3853 3306 5.223 5.223
6 4 633 3853 3306 5.210 5.210
6 4 634 3853 3306 2.160 2.160
6 2 585 3853 3306 0.363 6.646
3 2 667 3854 3305 1.921 1.921
4 4 585 3854 3305 4.941 4.941
5 5 615 3854 3305 4.098 4.098
2 2 627 3855 10418 5.643 5.643
1 2 31 3856 5352 2.261 2.261
1 2 626 3857 2290 5.867 5.867
2 4 504 3857 2290 1.559 1.559
2 3 630 3857 2290 3.463 3.463
4 5 632 3857 2290 0.100 6.383
4 4 633 3857 2290 5.176 5.176
5 4 634 3857 2290 4.449 4.449
6 3 585 3857 2290 4.574 4.574
6 4 586 3857 2290 5.050 5.050
1 2 506 3858 1682 3.772 3.772
2 4 34 3858 1682 0.078 6.361
3 4 626 3858 1682 3.470 3.470
3 4 502 3858 1682 4.543 4.543
4 5 657 3858 1682 4.853 4.853
5 4 633 3858 1682 2.630 2.630
6 4 660 3858 1682 1.721 8.004
6 4 634 3858 1682 3.857 3.857
6 2 585 3858 1682 5.113 5.113
6 4 586 3858 1682 1.883 1.883
6 4 597 3858 1682 2.723 2.723
1 2 33 3859 10416 4.871 4.871
2 4 34 3859 10416 0.462 6.746
1 2 31 3860 1306 3.141 3.141
2 5 474 3860 1306 4.734 4.734
3 3 35 3860 1306 2.477 2.477
3 4 495 3860 1306 1.027 7.310
4 4 499 3860 1306 5.776 5.776
6 5 630 3860 1306 3.067 3.067
6 4 631 3860 1306 0.674 0.674
3 2 489 3861 5351 5.926 5.926
4 5 640 3861 5351 5.706 5.706
4 4 641 3861 5351 3.690 3.690
1 2 640 3862 5350 1.281 1.281
3 5 627 3862 5350 4.183 4.183
3 3 628 3862 5350 4.162 4.162
4 3 636 3862 5350 0.424 0.424
5 4 637 3862 5350 4.569 4.569
5 3 634 3862 5350 1.808 1.808
6 4 614 3862 5350 0.077 0.077
6 4 615 3862 5350 3.112 3.112
6 4 594 3862 5350 6.198 -0.085
1 2 642 3863 5349 4.339 4.339
1 4 627 3863 5349 2.478 2.478
2 4 675 3863 5349 4.043 4.043
3 5 674 3863 5349 3.696 3.696
4 3 585 3863 5349 5.170 5.170
5 4 586 3863 5349 3.598 3.598
1 2 490 3864 10415 4.171 4.171
2 5 474 3864 10415 0.115 0.115
3 4 35 3864 10415 1.046 1.046
3 4 495 3864 10415 1.353 1.353
5 5 502 3864 10415 3.090 3.090
1 2 627 3865 1681 5.364 5.364
1 1 487 3866 5348 4.801 4.801
1 4 490 3866 5348 1.272 1.272
2 4 474 3866 5348 0.292 0.292
3 4 520 3866 5348 2.770 2.770
3 4 489 3866 5348 1.163 1.163
4 4 499 3866 5348 2.044 2.044
5 4 635 3866 5348 6.144 -0.139
5 3 503 3866 5348 0.464 0.464
6 4 657 3866 5348 1.245 1.245
1 2 31 3867 10414 1.171 1.171
4 2 649 3868 2289 2.813 2.813
5 2 662 3868 2289 1.396 1.396
1 2 657 3869 10413 5.066 5.066
2 4 633 3869 10413 4.405 4.405
2 4 660 3869 10413 5.856 5.856
1 2 657 3870 5347 4.155 4.155
2 4 632 3870 5347 4.247 4.247
3 5 667 3870 5347 4.601 4.601
4 5 586 3870 5347 3.229 3.229
5 4 610 3870 5347 3.579 3.579
6 4 607 3870 5347 3.354 3.354
6 4 612 3870 5347 0.028 6.311
6 4 595 3870 5347 5.809 5.809
1 2 648 3871 10410 1.202 1.202
1 2 494 3872 3304 5.528 5.528
1 4 501 3872 3304 4.894 4.894
2 4 491 3872 3304 2.896 2.896
3 4 640 3872 3304 2.627 2.627
4 4 641 3872 3304 5.813 5.813
4 4 657 3872 3304 4.601 4.601
5 5 636 3872 3304 2.377 2.377
6 4 629 3872 3304 3.442 3.442
6 4 637 3872 3304 6.209 6.209
6 4 601 3872 3304 0.104 6.387
1 2 491 3873 10409 4.963 4.963
3 5 627 3873 10409 3.413 3.413
4 5 691 3873 10409 2.639 2.639
1 2 642 3874 10408 2.581 2.581
1 4 627 3874 10408 5.407 5.407
3 5 629 3874 10408 5.358 5.358
1 2 657 3875 10407 4.252 4.252
1 2 657 3876 10406 1.782 1.782
1 2 521 3877 2288 3.292 3.292
1 4 505 3877 2288 5.779 -0.504
2 4 32 3877 2288 1.630 1.630
3 4 33 3877 2288 1.986 1.986
4 4 34 3877 2288 5.771 5.771
4 4 653 3877 2288 5.205 5.205
5 4 504 3877 2288 4.872 -1.411
6 4 642 3877 2288 3.229 3.229
1 2 520 3878 10405 5.528 5.528
1 2 494 3878 10405 2.093 2.093
1 1 487 3879 5346 6.274 6.274
1 3 31 3879 5346 1.895 1.895
2 4 474 3879 5346 0.454 0.454
3 5 489 3879 5346 5.855 5.855
4 4 499 3879 5346 2.310 2.310
5 4 502 3879 5346 3.575 3.575
1 1 521 3880 1305 5.798 5.798
1 2 633 3881 1304 4.298 4.298
2 4 660 3881 1304 5.880 5.880
3 4 634 3881 1304 3.565 3.565
4 3 585 3881 1304 3.621 3.621
4 4 616 3881 1304 2.620 2.620
5 4 593 3881 1304 3.165 3.165
6 5 612 3881 1304 6.171 6.171
6 4 590 3881 1304 5.449 5.449
3 2 576 3882 10404 1.718 1.718
4 2 663 3883 2287 5.528 5.528
6 5 699 3883 2287 0.401 6.684
1 2 632 3884 5345 3.437 3.437
1 2 657 3885 10403 3.065 3.065
1 4 633 3885 10403 4.993 4.993
3 5 667 3885 10403 0.507 0.507
1 2 499 3886 5344 0.451 0.451
2 4 502 3886 5344 3.970 3.970
2 3 630 3886 5344 2.870 2.870
1 2 474 3887 3303 2.379 2.379
2 4 35 3887 3303 2.126 2.126
2 4 495 3887 3303 0.724 0.724
3 4 499 3887 3303 2.258 2.258
4 4 502 3887 3303 4.611 4.611
5 3 503 3887 3303 1.062 1.062
5 3 657 3887 3303 3.824 3.824
1 2 491 3888 10402 3.266 3.266
1 4 640 3888 10402 3.632 3.632
1 2 657 3889 10401 6.001 6.001
1 1 505 3890 3302 2.660 2.660
1 4 32 3890 3302 2.077 2.077
2 4 501 3890 3302 1.449 1.449
1 2 493 3891 2286 4.291 4.291
2 4 473 3891 2286 3.601 3.601
2 4 505 3891 2286 0.476 0.476
3 4 32 3891 2286 4.141 4.141
4 4 33 3891 2286 2.095 2.095
5 4 34 3891 2286 0.796 7.079
5 4 653 3891 2286 3.471 3.471
1 2 474 3892 680 3.778 3.778
2 4 35 3892 680 4.758 4.758
2 4 489 3892 680 2.187 8.471
3 4 499 3892 680 3.540 3.540
4 4 502 3892 680 5.363 5.363
5 4 630 3892 680 0.003 6.286
1 2 494 3893 2285 5.617 5.617
1 4 495 3893 2285 1.480 7.763
2 4 499 3893 2285 0.713 6.996
3 4 635 3893 2285 3.058 3.058
4 4 503 3893 2285 6.068 6.068
4 3 657 3893 2285 0.347 6.631
5 4 633 3893 2285 4.451 4.451
1 1 648 3894 5343 5.896 5.896
1 2 32 3895 5342 2.041 2.041
2 4 33 3895 5342 3.830 3.830
3 4 506 3895 5342 1.534 1.534
4 4 653 3895 5342 2.316 2.316
4 4 641 3895 5342 4.222 4.222
2 2 33 3896 10400 3.568 3.568
3 4 34 3896 10400 4.850 4.850
3 4 653 3896 10400 4.553 4.553
1 2 32 3897 2284 4.131 4.131
1 4 656 3897 2284 1.922 1.922
3 2 494 3898 10399 2.863 2.863
1 2 656 3899 10398 1.151 1.151
1 2 521 3900 2283 1.408 1.408
1 4 488 3900 2283 1.807 1.807
2 4 32 3900 2283 1.846 1.846
3 4 520 3900 2283 6.259 6.259
3 4 489 3900 2283 3.661 3.661
4 4 626 3900 2283 5.462 5.462
5 4 504 3900 2283 2.243 2.243
6 3 630 3900 2283 4.061 4.061
6 3 631 3900 2283 0.896 0.896
6 4 632 3900 2283 3.261 3.261
1 2 472 3901 10397 1.420 1.420
2 4 31 3901 10397 2.907 2.907
1 2 32 3902 10396 5.938 5.938
1 2 474 3903 10395 2.894 2.894
2 3 35 3903 10395 4.855 4.855
1 2 656 3904 10394 3.556 3.556
1 2 494 3905 10393 1.294 1.294
2 5 491 3905 10393 4.795 4.795
1 2 648 3906 10392 4.231 4.231
1 2 469 3907 2282 3.960 3.960
1 4 470 3907 2282 1.716 1.716
2 4 39 3907 2282 1.161 1.161
3 4 472 3907 2282 4.600 4.600
4 5 505 3907 2282 2.537 2.537
1 2 31 3908 10391 3.909 3.909
1 2 521 3909 544 3.887 3.887
1 4 505 3909 544 3.738 3.738
2 3 32 3909 544 3.761 3.761
3 4 506 3909 544 4.859 4.859
3 4 34 3909 544 3.295 9.578
4 4 626 3909 544 6.222 6.222
5 4 502 3909 544 5.993 5.993
6 5 631 3909 544 4.048 4.048
6 4 636 3909 544 5.547 5.547
6 4 629 3909 544 6.057 6.057
6 4 671 3909 544 6.167 6.167
6 3 614 3909 544 3.088 3.088
6 4 615 3909 544 0.427 6.710
6 4 594 3909 544 2.890 2.890
6 4 588 3909 544 6.213 6.213
6 5 608 3909 544 4.324 4.324
1 2 33 3910 2281 5.121 5.121
2 4 34 3910 2281 5.414 5.414
2 4 626 3910 2281 4.039 4.039
3 4 504 3910 2281 2.244 2.244
5 5 628 3910 2281 5.083 5.083
5 3 636 3910 2281 3.571 3.571
6 4 637 3910 2281 3.667 3.667
6 4 634 3910 2281 3.399 3.399
6 4 614 3910 2281 2.261 2.261
1 2 506 3911 3301 3.646 3.646
2 5 36 3911 3301 4.074 4.074
3 4 653 3911 3301 4.009 4.009
3 4 504 3911 3301 2.449 2.449
4 4 642 3911 3301 0.627 0.627
5 5 632 3911 3301 1.260 1.260
6 5 674 3911 3301 3.501 3.501
1 2 494 3912 3300 3.250 3.250
1 4 501 3912 3300 1.151 7.434
3 5 502 3912 3300 5.071 5.071
4 3 503 3912 3300 5.123 5.123
4 4 657 3912 3300 0.705 6.989
5 4 633 3912 3300 1.955 8.238
6 4 660 3912 3300 3.395 9.679
6 4 674 3912 3300 5.150 5.150
6 5 618 3912 3300 5.944 5.944
6 4 602 3912 3300 5.954 5.954
1 2 494 3913 2280 3.768 3.768
1 3 501 3913 2280 4.720 4.720
2 4 491 3913 2280 4.247 4.247
3 4 640 3913 2280 2.619 2.619
2 2 34 3914 3299 3.619 3.619
2 4 626 3914 3299 5.901 5.901
3 4 504 3914 3299 2.659 2.659
4 4 635 3914 3299 1.516 1.516
5 3 628 3914 3299 2.840 2.840
5 4 636 3914 3299 2.817 2.817
2 2 34 3915 2279 4.704 4.704
2 4 626 3915 2279 3.270 3.270
3 4 504 3915 2279 0.655 0.655
4 3 635 3915 2279 2.118 2.118
4 3 631 3915 2279 2.310 2.310
5 4 636 3915 2279 2.933 2.933
1 1 521 3916 2278 2.462 8.745
1 4 488 3916 2278 2.207 2.207
1 2 656 3917 10389 2.069 2.069
1 1 469 3918 1680 0.386 6.669
1 4 480 3918 1680 4.416 4.416
2 3 39 3918 1680 3.115 3.115
