Age_at_lambing	Lambing_interval 	Year	Flock-year 	Permanent_environmental_ID	Animal_ID	Lambing_date
2	3	2003	23	3197	5524	4.6705
1	2	2005	25	3198	5523	0.6268
2	4	2005	25	3198	5523	4.8844
3	4	2006	150	3198	5523	3.1760
4	4	2007	194	3198	5523	2.5417
4	4	2008	196	3198	5523	0.6268
5	4	2008	196	3198	5523	5.8456
6	4	2009	195	3198	5523	3.9060
6	2	2010	184	3198	5523	1.1160
6	4	2010	184	3198	5523	5.5972
6	3	2011	188	3198	5523	3.3308
1	1	2003	23	3199	3405	1.7084
1	4	2004	201	3199	3405	0.3957
1	2	2005	25	3200	1716	0.5752
2	4	2005	25	3200	1716	4.8672
3	4	2006	150	3200	1716	3.0309
3	4	2007	194	3200	1716	1.4257
1	2	2003	23	3201	2342	0.6268
6	5	2008	199	3201	2342	0.0344
1	2	2005	25	3202	5522	0.5924
2	4	2005	25	3202	5522	4.7984
3	4	2006	150	3202	5522	2.9793
3	4	2007	194	3202	5522	2.3008
4	4	2008	196	3202	5522	0.3269
6	5	2009	195	3202	5522	2.4040
1	1	2003	23	3203	3404	1.6740
1	4	2004	24	3203	3404	0.4473
2	4	2004	24	3203	3404	5.0392
3	4	2005	25	3203	3404	3.3308
4	4	2006	150	3203	3404	1.9321
1	2	2005	25	3204	5521	0.4989
2	5	2006	150	3204	5521	1.5880
3	4	2007	194	3204	5521	0.0344
5	5	2009	195	3204	5521	0.2924
1	1	1999	147	3205	10684	3.6233
2	5	2000	132	3205	10684	4.4124
5	5	2004	24	3205	10684	4.0437
1	2	2003	23	3206	10683	2.9965
1	2	2004	24	3207	10682	5.3220
2	4	2005	25	3207	10682	3.7684
2	4	2006	150	3207	10682	1.8288
3	4	2006	150	3207	10682	6.1553
4	5	2008	196	3207	10682	1.9149
1	1	1999	147	3208	1332	3.9232
1	4	2000	27	3208	1332	1.8804
2	3	2000	27	3208	1332	5.7521
3	5	2002	22	3208	1332	0.5580
4	3	2002	22	3208	1332	4.6705
4	3	2003	23	3208	1332	2.2664
5	4	2004	24	3208	1332	0.9709
6	4	2004	24	3208	1332	5.8112
6	4	2005	25	3208	1332	3.7684
6	4	2006	150	3208	1332	2.2148
1	1	2000	132	3209	10681	2.3868
1	4	2001	133	3209	10681	1.3224
1	2	2005	25	3210	5520	1.2536
2	4	2005	25	3210	5520	5.5800
3	5	2007	194	3210	5520	0.5333
4	4	2007	194	3210	5520	4.8672
1	2	1999	147	3211	870	3.5717
2	4	2000	27	3211	870	1.4085
2	3	2000	27	3211	870	5.4596
3	4	2001	26	3211	870	3.6405
3	2	2005	25	3212	10680	2.4729
1	2	2005	25	3213	3403	0.6612
2	4	2005	25	3213	3403	4.8672
3	4	2006	150	3213	3403	4.0092
4	3	2007	194	3213	3403	1.7084
4	4	2008	196	3213	3403	0.0688
5	4	2008	196	3213	3403	4.9016
6	4	2009	195	3213	3403	3.8028
1	2	2002	22	3214	5519	2.7900
1	2	2001	26	3215	2341	3.1760
1	2	2002	22	3216	10679	2.6105
1	1	2004	24	3217	10678	2.7900
1	4	2005	25	3217	10678	1.8460
2	4	2006	150	3217	10678	0.8160
3	3	2006	150	3217	10678	4.6189
4	4	2007	194	3217	10678	2.6524
4	4	2008	196	3217	10678	1.7772
1	2	2005	168	3218	10677	0.3097
3	5	2007	167	3218	10677	2.0697
1	1	2002	22	3219	3402	1.9665
1	4	2003	23	3219	3402	1.2880
2	3	2003	23	3219	3402	5.3736
3	4	2004	24	3219	3402	3.2792
4	4	2005	25	3219	3402	1.8460
4	4	2006	150	3219	3402	0.4129
5	3	2006	150	3219	3402	4.3780
6	4	2007	194	3219	3402	2.2836
6	5	2009	195	3219	3402	0.9021
1	2	2004	24	3220	10676	0.5752
1	2	2004	24	3221	10675	1.0988
2	4	2004	24	3221	10675	5.8284
3	4	2005	25	3221	10675	3.7512
1	2	2004	24	3222	10674	4.7296
2	4	2005	25	3222	10674	2.9276
2	4	2006	150	3222	10674	1.1848
1	2	2002	22	3223	2340	2.7728
1	2	2005	25	3224	1715	0.7644
2	4	2005	25	3224	1715	5.5972
3	4	2006	150	3224	1715	3.5889
3	4	2007	194	3224	1715	1.7772
5	5	2008	196	3224	1715	4.7984
6	4	2009	195	3224	1715	3.7684
6	3	2010	184	3224	1715	1.4085
6	4	2010	184	3224	1715	6.0520
1	2	2001	26	3225	3401	3.3136
2	5	2002	22	3225	3401	2.7040
1	2	2002	22	3226	5518	2.8416
1	2	2001	26	3227	10673	2.6352
2	4	2002	22	3227	10673	0.7128
1	2	2002	22	3228	1714	2.0697
1	2	2004	24	3229	10672	4.8156
2	5	2006	150	3229	10672	1.4257
1	2	2000	27	3230	869	1.2020
2	4	2000	27	3230	869	5.4252
2	4	2001	26	3230	869	3.5889
3	4	2002	22	3230	869	1.6912
4	4	2002	22	3230	869	5.9316
5	5	2004	24	3230	869	1.6912
6	4	2005	25	3230	869	0.6440
1	2	2005	25	3231	5517	0.6784
2	4	2005	25	3231	5517	5.0909
3	4	2006	150	3231	5517	3.2104
3	4	2007	194	3231	5517	2.3008
4	4	2008	196	3231	5517	0.5408
5	4	2008	196	3231	5517	5.9488
6	5	2010	184	3231	5517	1.2192
6	4	2010	184	3231	5517	6.2241
1	1	2000	132	3232	5516	2.3008
1	4	2001	133	3232	5516	1.2708
2	5	2002	134	3232	5516	1.8288
1	2	2004	24	3233	686	1.6052
2	4	2004	24	3233	686	6.2241
3	4	2005	25	3233	686	4.3436
4	4	2006	150	3233	686	2.6352
4	4	2007	194	3233	686	0.7644
5	4	2007	194	3233	686	5.2532
6	5	2009	195	3233	686	1.9837
6	4	2010	184	3233	686	0.4817
1	2	2004	24	3234	10671	4.8500
2	4	2005	25	3234	10671	2.9620
1	2	2002	22	3235	3400	2.7556
1	2	2004	24	3236	10670	1.0225
2	4	2004	24	3236	10670	5.4768
3	5	2006	150	3236	10670	1.1160
4	3	2006	150	3236	10670	4.9532
5	4	2007	194	3236	10670	3.0309
5	4	2008	196	3236	10670	1.6052
1	2	2005	25	3237	10669	0.7816
2	3	2005	25	3237	10669	4.7984
3	4	2006	150	3237	10669	2.9965
3	4	2007	194	3237	10669	1.3741
4	4	2008	196	3237	10669	0.5408
1	2	2005	25	3238	5515	0.7988
2	3	2005	25	3238	5515	4.7984
3	4	2006	150	3238	5515	3.3996
3	4	2007	194	3238	5515	2.3008
4	4	2008	196	3238	5515	0.4129
5	4	2008	196	3238	5515	4.6877
1	1	2001	26	3239	2339	2.2836
1	4	2002	22	3239	2339	0.6612
1	2	2004	24	3240	5514	1.1504
2	4	2004	24	3240	5514	5.4768
3	4	2005	25	3240	5514	3.7684
4	4	2006	150	3240	5514	2.1976
4	4	2007	194	3240	5514	0.5580
1	2	2000	132	3241	10668	1.1848
2	5	2001	133	3241	10668	0.9193
1	2	2002	22	3242	10667	3.1169
1	4	2003	23	3242	10667	1.4601
2	4	2003	23	3242	10667	5.5972
3	4	2004	24	3242	10667	3.6824
1	2	2004	24	3243	1713	3.7168
1	4	2005	25	3243	1713	2.3696
2	5	2006	150	3243	1713	2.0353
3	4	2007	194	3243	1713	0.6268
4	3	2007	194	3243	1713	4.6533
5	5	2009	195	3243	1713	2.0009
6	4	2010	184	3243	1713	0.1032
6	4	2010	184	3243	1713	4.8844
6	3	2011	188	3243	1713	2.3352
1	2	2002	22	3244	1331	1.3568
2	5	2003	23	3244	1331	1.3052
2	4	2003	23	3244	1331	5.5800
1	2	2003	202	3245	5513	2.2836
2	4	2004	200	3245	5513	0.9021
2	4	2004	200	3245	5513	5.3908
4	5	2006	80	3245	5513	3.4168
5	3	2007	81	3245	5513	0.8677
5	4	2007	81	3245	5513	5.1941
6	3	2008	75	3245	5513	2.7040
6	3	2009	74	3245	5513	0.1892
6	3	2009	74	3245	5513	3.8544
6	3	2010	76	3245	5513	1.4085
6	3	2010	76	3245	5513	5.2113
1	2	2004	24	3246	10666	3.5029
2	4	2005	25	3246	10666	1.9149
2	4	2006	150	3246	10666	0.4473
3	3	2006	150	3246	10666	4.3780
4	4	2007	194	3246	10666	2.3352
1	2	2005	25	3247	1068	2.9965
2	4	2006	150	3247	1068	1.9321
1	2	2000	132	3248	10665	0.5752
2	4	2000	132	3248	10665	6.2413
3	4	2001	133	3248	10665	4.5673
3	4	2002	134	3248	10665	2.5933
1	1	2003	23	3249	3398	1.4945
1	4	2003	23	3249	3398	5.5972
1	2	2004	24	3250	10664	4.7468
2	4	2005	25	3250	10664	3.9748
2	3	2006	150	3250	10664	1.8116
3	4	2007	194	3250	10664	0.0688
4	3	2007	194	3250	10664	3.9404
1	2	2000	132	3251	10663	1.0816
2	3	2000	132	3251	10663	4.8672
3	5	2002	134	3251	10663	1.8288
1	1	2000	132	3252	10662	1.8632
1	4	2001	133	3252	10662	0.2580
2	5	2002	134	3252	10662	1.8632
1	1	2001	26	3253	3397	2.7728
1	4	2002	22	3253	3397	0.8677
1	2	2001	133	3254	10661	0.6096
2	5	2002	134	3254	10661	0.5924
1	1	2001	26	3255	3396	2.4040
1	4	2002	22	3255	3396	0.6268
2	3	2002	22	3255	3396	4.6017
3	4	2003	23	3255	3396	2.5417
1	1	2002	22	3256	10660	2.4901
1	2	2005	25	3257	5512	0.9193
2	5	2006	150	3257	5512	2.2492
3	4	2007	194	3257	5512	0.2752
1	1	2002	22	3258	5511	2.4557
1	4	2003	23	3258	5511	1.0816
2	4	2003	23	3258	5511	5.3220
2	2	2006	150	3259	1330	0.8160
3	3	2006	150	3259	1330	4.6533
3	4	2007	194	3259	1330	2.6524
4	4	2008	196	3259	1330	1.6740
5	4	2009	195	3259	1330	0.6784
6	5	2011	188	3259	1330	1.1160
1	2	2001	26	3260	548	3.5029
1	4	2002	22	3260	548	1.6568
2	5	2003	23	3260	548	1.2364
3	4	2003	23	3260	548	5.3736
4	4	2004	24	3260	548	3.2276
4	4	2005	25	3260	548	1.7772
5	3	2005	25	3260	548	5.7768
6	4	2006	150	3260	548	4.0953
6	3	2007	194	3260	548	1.7256
1	2	2005	25	3261	3395	0.4989
2	4	2005	25	3261	3395	4.8844
3	4	2006	150	3261	3395	3.3480
3	4	2007	194	3261	3395	2.1632
4	4	2008	196	3261	3395	0.3097
5	4	2008	196	3261	3395	4.6877
6	5	2010	184	3261	3395	1.3052
6	5	2011	188	3261	3395	1.6052
6	4	2012	185	3261	3395	0.7644
6	5	2013	186	3261	3395	1.3913
6	5	2014	187	3261	3395	1.4773
1	2	2002	22	3262	3394	1.0053
2	5	2003	23	3262	3394	1.2536
3	3	2003	23	3262	3394	5.1769
4	4	2004	24	3262	3394	3.2104
5	4	2005	25	3262	3394	2.4212
1	2	2004	24	3263	685	1.6568
2	4	2005	25	3263	685	0.5333
1	1	2003	202	3264	10659	2.1804
1	4	2004	200	3264	10659	0.6440
1	2	2004	24	3265	1329	6.1380
2	4	2005	25	3265	1329	4.2232
2	4	2006	150	3265	1329	2.4212
3	4	2007	194	3265	1329	0.5333
4	4	2007	194	3265	1329	4.8844
1	2	2000	132	3266	5510	1.0816
2	3	2000	132	3266	5510	4.8500
1	1	2001	26	3267	3393	2.5933
1	4	2002	22	3267	3393	0.5752
2	4	2002	22	3267	3393	4.7640
3	3	2003	23	3267	3393	2.3868
3	4	2004	24	3267	3393	1.1332
4	4	2004	24	3267	3393	5.5112
1	2	2000	132	3268	5509	0.9881
2	5	2001	133	3268	5509	1.0644
1	1	2002	22	3269	10658	2.2492
1	1	2000	132	3270	5508	2.3008
1	4	2001	133	3270	5508	1.3052
2	5	2002	134	3270	5508	1.8632
1	2	2004	200	3271	868	1.4601
2	4	2004	200	3271	868	5.7349
1	2	2000	132	3272	5507	0.7472
2	5	2001	133	3272	5507	1.1332
3	4	2002	134	3272	5507	0.0688
1	2	2001	133	3273	5506	0.3441
2	5	2002	134	3273	5506	0.7300
1	1	2001	26	3274	867	2.8588
1	4	2002	22	3274	867	1.0644
3	2	2004	24	3275	10657	1.8460
1	2	2001	133	3276	10656	0.2236
2	5	2002	134	3276	10656	1.7772
1	2	2005	168	3277	10655	0.1892
1	1	2000	132	3278	10654	2.4212
1	1	2002	22	3279	10653	2.3524
1	1	2002	22	3280	866	2.5073
1	2	2003	23	3281	5504	1.5461
1	4	2003	23	3281	5504	6.0520
2	4	2004	24	3281	5504	4.0953
1	1	2000	27	3282	2338	2.2836
1	3	2000	27	3282	2338	6.2929
2	5	2002	22	3282	2338	0.2752
3	3	2002	22	3282	2338	4.3092
3	4	2003	23	3282	2338	2.3868
1	1	2003	23	3283	1328	1.5880
1	4	2004	24	3283	1328	0.2924
2	4	2004	24	3283	1328	4.7640
3	4	2005	25	3283	1328	3.0481
4	4	2006	150	3283	1328	2.2148
1	2	2004	24	3284	5503	4.8672
2	5	2006	150	3284	5503	1.2192
3	3	2006	150	3284	5503	5.2113
4	4	2007	194	3284	5503	3.3652
4	4	2008	196	3284	5503	1.7944
5	4	2009	195	3284	5503	1.0816
6	5	2010	184	3284	5503	0.5752
6	5	2011	188	3284	5503	1.5880
6	4	2012	185	3284	5503	0.1548
6	5	2013	186	3284	5503	0.2408
2	2	2003	23	3285	10652	0.3441
3	5	2004	24	3285	10652	0.5580
4	4	2004	24	3285	10652	5.5284
1	2	2005	25	3286	10651	0.6784
2	4	2005	25	3286	10651	5.5972
3	4	2006	150	3286	10651	4.0264
3	4	2007	194	3286	10651	1.8804
4	4	2008	196	3286	10651	0.3613
5	4	2008	196	3286	10651	4.6877
1	1	2001	26	3287	5502	3.0653
1	3	2002	22	3287	5502	0.8332
1	2	2000	132	3288	5501	1.0225
2	5	2001	133	3288	5501	1.2536
3	4	2001	133	3288	5501	5.5284
1	2	2005	25	3289	3392	0.4989
2	3	2005	25	3289	3392	4.5673
2	4	2006	150	3289	3392	2.5417
3	4	2007	194	3289	3392	0.7128
5	5	2009	195	3289	3392	1.9321
1	2	2000	132	3290	10650	1.3741
2	5	2001	133	3290	10650	4.5500
3	4	2002	134	3290	10650	2.6352
1	1	2002	22	3291	1712	2.3352
1	2	2005	25	3292	3391	0.5924
2	4	2005	25	3292	3391	5.0736
3	4	2006	150	3292	3391	3.2104
3	4	2007	194	3292	3391	2.5417
4	4	2008	196	3292	3391	0.6096
1	1	2002	22	3293	10649	2.5417
1	2	2000	132	3294	5500	1.0988
2	5	2001	133	3294	5500	0.9193
3	4	2002	134	3294	5500	0.2580
1	2	2005	205	3295	10648	0.8677
1	2	2003	202	3296	1067	2.2664
2	4	2004	200	3296	1067	0.7472
2	4	2004	200	3296	1067	5.3392
3	4	2005	79	3296	1067	3.4340
4	4	2006	80	3296	1067	1.8288
4	4	2007	81	3296	1067	0.0860
5	4	2007	81	3296	1067	4.3608
6	3	2008	75	3296	1067	1.7772
6	3	2008	75	3296	1067	5.5972
6	4	2009	74	3296	1067	4.8672
1	2	2005	25	3297	1711	3.3824
2	4	2006	150	3297	1711	1.4773
2	4	2006	150	3297	1711	5.7005
3	3	2007	194	3297	1711	3.5373
4	4	2008	196	3297	1711	1.8116
1	1	2002	22	3298	1327	2.7556
1	2	2005	25	3299	3390	0.5408
2	3	2005	25	3299	3390	4.5500
2	4	2006	150	3299	3390	2.6696
3	4	2007	194	3299	3390	0.8160
4	4	2007	194	3299	3390	5.1941
5	5	2009	195	3299	3390	2.2148
1	2	2000	209	3300	5499	0.6612
1	3	2000	132	3300	5499	4.4296
2	3	2001	133	3300	5499	2.1632
3	5	2002	134	3300	5499	2.2320
1	1	2002	22	3301	3389	2.7040
1	2	2004	24	3302	5498	5.3564
2	4	2005	25	3302	5498	3.7856
1	2	2005	25	3303	3388	0.7128
2	4	2005	25	3303	3388	5.0392
3	4	2006	150	3303	3388	3.0825
3	4	2007	194	3303	3388	2.3008
4	4	2008	196	3303	3388	0.4473
1	2	2004	24	3304	10647	6.2413
2	5	2006	150	3304	10647	1.8460
3	4	2007	194	3304	10647	0.0172
4	3	2007	194	3304	10647	3.9060
5	5	2009	195	3304	10647	1.8460
1	2	2005	25	3305	10646	0.6268
2	5	2006	150	3305	10646	1.6396
3	3	2006	150	3305	10646	5.6833
4	4	2007	194	3305	10646	3.5545
1	2	2000	27	3306	1710	2.3008
2	4	2001	26	3306	1710	0.2752
3	5	2002	22	3306	1710	0.6784
1	2	2003	23	3307	3387	3.0653
1	1	2000	27	3308	3386	2.8072
1	4	2001	26	3308	3386	1.4773
2	4	2001	26	3308	3386	5.8456
3	4	2002	22	3308	3386	3.7168
3	4	2003	23	3308	3386	1.9493
4	4	2004	24	3308	3386	0.6440
5	5	2005	25	3308	3386	0.4473
1	1	2002	22	3309	3385	2.8760
1	2	2005	25	3310	3384	0.4989
2	3	2005	25	3310	3384	4.5500
2	4	2006	150	3310	3384	2.4901
3	4	2007	194	3310	3384	0.5333
4	4	2007	194	3310	3384	4.9188
6	5	2009	195	3310	3384	3.6577
6	3	2010	184	3310	3384	1.2020
6	4	2010	184	3310	3384	5.3220
1	2	2005	168	3311	10645	0.2580
1	1	2000	27	3312	1709	2.7728
1	4	2001	26	3312	1709	0.9881
2	4	2001	26	3312	1709	5.1597
1	2	2005	25	3313	5497	0.6784
2	4	2005	25	3313	5497	5.5972
3	4	2006	150	3313	5497	3.9920
3	3	2007	194	3313	5497	1.8288
4	3	2007	194	3313	5497	5.8456
1	2	2004	24	3314	10644	3.2792
3	5	2006	150	3314	10644	1.3396
3	3	2006	150	3314	10644	5.0909
4	3	2007	194	3314	10644	2.8072
5	4	2008	196	3314	10644	1.1848
5	4	2008	196	3314	10644	5.9832
6	3	2009	195	3314	10644	3.7856
6	2	2010	184	3314	10644	1.1160
6	5	2011	188	3314	10644	1.2364
1	1	2002	22	3315	5496	2.5761
1	2	2005	25	3316	10642	0.4473
1	2	2000	209	3317	5495	0.0172
1	4	2000	132	3317	5495	4.4296
2	3	2001	133	3317	5495	2.1804
1	1	2001	26	3318	3382	2.4557
1	4	2002	22	3318	3382	0.3269
2	3	2002	22	3318	3382	4.2404
2	4	2003	23	3318	3382	2.1460
3	4	2004	24	3318	3382	1.1332
5	5	2005	25	3318	3382	3.8028
5	4	2006	150	3318	3382	2.3352
6	4	2007	194	3318	3382	0.7988
6	4	2007	194	3318	3382	5.4424
6	5	2009	195	3318	3382	2.3008
1	2	2004	24	3319	3381	0.9709
2	4	2004	24	3319	3381	5.8284
3	4	2005	25	3319	3381	4.5500
4	4	2006	150	3319	3381	2.4729
4	4	2007	194	3319	3381	0.6956
5	4	2007	194	3319	3381	5.3392
6	5	2009	195	3319	3381	1.6912
1	2	2004	24	3320	2337	6.0348
2	4	2005	25	3320	2337	4.1469
2	4	2006	150	3320	2337	2.3524
3	4	2007	194	3320	2337	0.5333
4	4	2007	194	3320	2337	4.6877
5	5	2009	195	3320	2337	0.7300
6	3	2009	195	3320	2337	4.8156
6	4	2010	184	3320	2337	3.4856
6	4	2011	188	3320	2337	2.5245
1	2	2002	22	3321	5494	0.7128
2	4	2002	22	3321	5494	5.0392
3	4	2003	23	3321	5494	2.9448
3	4	2004	24	3321	5494	1.2708
1	1	2002	22	3322	1708	2.9793
1	2	2000	27	3323	1707	2.0353
2	4	2001	26	3323	1707	0.5333
2	3	2001	26	3323	1707	4.5500
3	3	2002	22	3323	1707	2.3524
4	4	2003	23	3323	1707	0.7644
4	3	2003	23	3323	1707	4.7468
5	4	2004	24	3323	1707	3.0137
6	4	2005	25	3323	1707	1.6912
2	2	2001	133	3324	10641	4.5156
3	4	2002	134	3324	10641	2.6277
1	2	2003	23	3325	2336	3.4168
1	2	2005	168	3326	5493	0.2924
3	5	2006	166	3326	5493	4.1125
3	3	2007	167	3326	5493	1.9493
1	2	2001	133	3327	5492	0.3613
2	4	2001	133	3327	5492	5.2532
1	2	2002	22	3328	2335	3.2620
1	4	2003	23	3328	2335	1.5633
2	4	2004	24	3328	2335	0.7816
3	4	2004	24	3328	2335	5.0048
4	4	2005	25	3328	2335	3.3136
4	4	2006	150	3328	2335	1.9665
5	5	2007	194	3328	2335	2.4040
6	4	2008	196	3328	2335	0.4301
1	2	2005	168	3329	5491	0.3785
2	2	2000	27	3330	684	2.3524
2	4	2001	26	3330	684	0.3613
3	4	2001	26	3330	684	4.5673
4	4	2002	22	3330	684	2.6352
4	4	2003	23	3330	684	1.1160
5	3	2003	23	3330	684	5.1769
6	4	2004	24	3330	684	3.1588
6	4	2005	25	3330	684	2.4557
6	4	2006	150	3330	684	0.8160
6	5	2007	194	3330	684	1.4085
6	4	2007	194	3330	684	5.9144
6	4	2008	196	3330	684	4.1641
1	2	2005	25	3331	3380	0.7988
2	3	2005	25	3331	3380	4.8156
2	4	2006	150	3331	3380	2.7212
3	4	2007	194	3331	3380	1.0053
4	4	2007	194	3331	3380	5.4252
1	2	2002	22	3332	5490	4.1813
1	4	2003	23	3332	5490	2.1116
2	4	2004	24	3332	5490	1.0988
3	4	2004	24	3332	5490	6.0176
4	4	2005	25	3332	5490	4.0781
4	4	2006	150	3332	5490	2.3008
2	2	2005	25	3333	10638	1.7944
2	3	2005	25	3333	10638	5.7940
3	4	2006	150	3333	10638	3.9748
4	3	2007	194	3333	10638	1.7428
6	2	2000	209	3334	5489	0.2236
1	2	2000	132	3335	5488	0.2236
1	4	2000	132	3335	5488	4.4640
3	5	2002	134	3335	5488	2.0525
1	2	2000	132	3336	5487	0.1720
1	4	2000	132	3336	5487	4.4640
3	5	2002	134	3336	5487	2.3008
1	2	2004	24	3337	5486	6.2585
1	2	2000	132	3338	5485	0.5752
4	5	2002	134	3338	5485	1.7944
1	1	2000	132	3339	5484	2.4557
1	4	2001	133	3339	5484	1.3741
1	2	2004	24	3340	3379	0.9193
2	3	2004	24	3340	3379	4.9704
3	4	2005	25	3340	3379	3.2964
4	4	2006	150	3340	3379	2.1288
1	2	2005	205	3341	10637	0.6612
4	5	2007	207	3341	10637	6.2585
5	5	2009	208	3341	10637	1.9665
1	2	2003	23	3342	3378	4.9704
2	4	2004	24	3342	3378	2.9276
2	4	2005	25	3342	3378	1.3396
3	4	2005	25	3342	3378	5.5628
4	4	2006	150	3342	3378	3.4340
1	2	2004	24	3343	10636	4.7812
2	2	2002	134	3344	10635	0.5161
1	2	2001	26	3345	2334	3.7856
1	4	2002	22	3345	2334	1.9665
3	5	2003	23	3345	2334	4.3436
1	1	2002	22	3346	1706	2.6352
1	4	2003	23	3346	1706	1.4773
2	4	2003	23	3346	1706	6.2241
3	4	2004	24	3346	1706	4.9360
4	4	2005	25	3346	1706	3.4684
4	4	2006	150	3346	1706	1.7428
5	4	2006	150	3346	1706	6.1380
6	3	2007	194	3346	1706	3.9404
6	4	2008	196	3346	1706	1.8460
6	4	2009	195	3346	1706	0.2064
6	4	2009	195	3346	1706	4.5500
1	2	2003	23	3347	5483	4.0092
1	4	2004	24	3347	5483	2.0869
2	4	2005	25	3347	5483	0.4989
3	3	2005	25	3347	5483	4.6017
4	4	2006	150	3347	5483	2.7212
4	4	2007	194	3347	5483	0.9193
6	2	2003	23	3348	10634	0.1720
1	2	2000	132	3349	10633	1.2708
1	1	2001	26	3350	1065	2.8244
1	4	2002	22	3350	1065	0.6612
2	3	2002	22	3350	1065	4.5500
2	4	2003	23	3350	1065	2.6696
3	4	2004	24	3350	1065	1.5633
4	4	2004	24	3350	1065	6.1725
5	4	2005	25	3350	1065	4.0609
5	4	2006	150	3350	1065	2.2148
6	4	2007	194	3350	1065	0.4989
6	3	2007	194	3350	1065	4.3264
6	5	2009	195	3350	1065	1.9149
1	2	2005	25	3351	1705	0.3441
2	5	2006	150	3351	1705	2.9965
3	5	2007	194	3351	1705	2.6524
1	2	2001	26	3352	10631	3.4512
1	3	2002	22	3352	10631	1.2880
1	2	2004	24	3353	5482	0.9881
2	4	2004	24	3353	5482	5.8628
3	4	2005	25	3353	5482	4.0437
4	4	2006	150	3353	5482	2.3008
4	4	2007	194	3353	5482	0.4989
1	2	2000	27	3354	1704	2.3524
2	4	2001	26	3354	1704	1.2020
2	4	2001	26	3354	1704	5.4596
3	4	2002	22	3354	1704	3.4168
4	4	2003	23	3354	1704	2.0525
1	1	2002	22	3355	10630	2.7384
1	2	2000	27	3356	2333	2.4212
2	4	2001	26	3356	2333	0.9881
2	4	2001	26	3356	2333	5.1425
3	4	2002	22	3356	2333	3.1169
4	4	2003	23	3356	2333	1.4257
5	4	2003	23	3356	2333	6.0348
5	4	2004	24	3356	2333	4.0437
1	1	2002	22	3357	3377	2.8760
1	4	2003	23	3357	3377	1.8288
2	5	2004	24	3357	3377	1.5461
3	4	2004	24	3357	3377	6.2241
4	5	2006	150	3357	3377	1.7428
1	2	2004	24	3358	5481	5.3392
2	4	2005	25	3358	5481	3.9060
2	4	2006	150	3358	5481	1.9321
1	2	2001	26	3359	1703	2.3008
2	4	2002	22	3359	1703	0.9193
2	4	2002	22	3359	1703	5.0909
3	3	2003	23	3359	1703	2.4557
4	4	2004	24	3359	1703	1.0225
4	4	2004	24	3359	1703	5.4424
5	4	2005	25	3359	1703	4.2060
6	4	2006	150	3359	1703	2.5417
6	4	2007	194	3359	1703	0.7128
6	4	2007	194	3359	1703	4.9188
1	2	2004	24	3360	3376	3.2792
2	4	2005	25	3360	3376	1.7944
2	3	2005	25	3360	3376	5.8456
3	4	2006	150	3360	3376	4.0092
4	3	2007	194	3360	3376	1.6396
4	4	2008	196	3360	3376	0.0344
5	4	2008	196	3360	3376	4.8844
6	4	2009	195	3360	3376	3.6233
1	1	2000	27	3361	2332	2.9793
1	4	2001	26	3361	2332	1.1332
2	4	2001	26	3361	2332	5.3736
3	3	2002	22	3361	2332	3.2276
3	4	2003	23	3361	2332	1.5289
4	4	2003	23	3361	2332	6.0520
5	4	2004	24	3361	2332	4.0781
5	4	2005	25	3361	2332	2.6696
6	3	2006	150	3361	2332	0.4817
6	3	2006	150	3361	2332	4.3608
1	1	2002	22	3362	10629	2.8588
1	2	2000	27	3363	2331	3.7340
1	4	2001	26	3363	2331	1.6740
2	3	2001	26	3363	2331	5.7521
3	4	2002	22	3363	2331	4.8328
3	3	2003	23	3363	2331	2.2492
1	2	2000	132	3364	10628	1.4085
1	1	2003	23	3365	10627	2.6696
1	1	2003	23	3366	3375	2.8072
1	2	2000	132	3367	5480	0.1892
1	4	2000	132	3367	5480	4.4296
3	5	2002	134	3367	5480	2.0353
2	2	2001	26	3368	3374	4.0092
2	3	2002	22	3368	3374	1.6912
3	4	2003	23	3368	3374	0.9881
4	4	2003	23	3368	3374	5.1941
5	4	2004	24	3368	3374	3.0309
1	2	2004	24	3369	10625	5.3048
1	4	2005	25	3369	10625	3.4512
2	4	2006	150	3369	10625	1.4601
3	4	2006	150	3369	10625	5.6661
4	5	2008	196	3369	10625	0.2064
1	2	2000	132	3370	5479	0.6440
2	5	2001	133	3370	5479	1.1160
2	2	2001	133	3371	10624	5.8972
1	1	2002	22	3372	5478	3.0137
1	4	2003	23	3372	5478	1.3741
2	4	2003	23	3372	5478	6.0348
3	4	2004	24	3372	5478	4.1641
4	4	2005	25	3372	5478	2.6524
4	4	2006	150	3372	5478	0.8505
5	5	2007	194	3372	5478	1.3224
1	2	2004	200	3373	1702	1.4945
2	3	2004	200	3373	1702	5.5628
3	3	2005	79	3373	1702	3.3136
3	4	2006	80	3373	1702	1.6568
4	3	2006	80	3373	1702	5.5456
5	2	2007	81	3373	1702	2.8416
5	3	2008	75	3373	1702	0.4129
6	3	2008	75	3373	1702	4.2576
6	3	2009	74	3373	1702	1.8288
6	3	2009	74	3373	1702	5.5112
1	2	2000	27	3374	10623	4.7812
1	4	2001	26	3374	10623	2.7900
2	4	2002	22	3374	10623	1.2020
1	2	2003	23	3375	5477	1.5805
2	4	2003	23	3375	5477	6.0176
1	2	2001	26	3376	5476	0.3097
2	2	2001	26	3376	5476	3.8544
2	3	2002	22	3376	5476	1.3568
