Age_at_lambing	Lambing_interval 	Year	Flock-year 	Permanent_environmental_ID	Animal_ID	Lambing_date
3	2	2011	1	1	6116	0.0172
5	5	2013	2	1	6116	0.4473
3	2	2011	1	2	12803	0.6096
5	5	2013	2	2	12803	0.7300
3	2	2011	1	3	12802	0.9537
5	5	2013	2	3	12802	0.9193
3	2	2011	1	4	12801	0.3097
5	5	2013	2	4	12801	0.5333
3	2	2010	3	5	12800	6.2585
5	5	2012	4	5	12800	5.4424
6	5	2015	5	5	12800	0.4817
4	2	2012	6	6	12799	2.0009
5	4	2013	7	6	12799	1.1504
4	2	2012	6	7	12798	1.9837
1	2	1998	8	8	12797	4.9188
1	2	1998	8	9	12796	4.9188
1	2	1998	8	10	12795	5.0909
1	2	1998	8	11	12794	0.2580
1	2	2004	9	12	2504	1.6052
1	3	2004	9	12	2504	5.6489
3	5	2006	10	12	2504	1.8632
3	3	2006	10	12	2504	5.9144
4	3	2007	11	12	2504	3.6577
5	4	2008	12	12	2504	1.5633
5	4	2008	12	12	2504	5.6661
6	3	2009	13	12	2504	3.5029
6	4	2010	14	12	2504	1.4429
6	3	2010	14	12	2504	5.2285
6	4	2011	15	12	2504	3.8028
6	4	2012	16	12	2504	2.2836
1	2	2004	9	13	12793	2.0525
1	3	2004	9	13	12793	6.0348
2	4	2005	17	13	12793	4.0437
3	4	2006	10	13	12793	1.9665
4	4	2007	11	13	12793	1.1848
2	2	2001	18	14	12792	2.5245
3	4	2002	19	14	12792	0.7128
1	2	1998	20	15	12791	0.5752
3	2	2001	21	16	12790	5.0564
1	2	2002	22	17	6114	0.9021
1	2	2003	23	18	12788	2.3180
2	4	2004	24	18	12788	1.0644
3	4	2004	24	18	12788	5.4080
1	2	2003	23	19	12787	5.1081
3	5	2005	25	19	12787	0.3613
4	2	2001	26	20	6113	2.7384
2	2	2002	22	21	6112	0.0172
1	2	2000	27	22	6111	4.2060
1	2	2003	23	23	12785	1.8460
2	4	2004	24	23	12785	1.1848
3	2	2001	21	24	12784	0.1032
3	4	2001	21	24	12784	4.6361
5	2	1992	28	25	12782	2.4385
4	2	1992	28	26	12781	0.4473
4	2	1992	28	27	12780	0.5924
4	2	1992	28	28	12779	0.4817
5	2	1992	28	29	12778	2.4901
4	2	1992	28	30	12777	1.2536
4	2	1992	28	31	12776	0.6268
4	2	1992	28	32	12775	0.6268
4	2	1992	28	33	12774	0.7816
5	3	1992	28	33	12774	4.6533
5	2	1992	28	34	12773	2.2492
4	2	1992	28	35	12772	1.7772
5	2	1992	28	36	12771	2.4557
4	2	1992	28	37	12770	0.8505
5	2	1992	28	38	12769	2.1632
4	2	1992	28	39	12768	1.8976
5	2	1992	28	40	12767	2.2664
4	2	1992	28	41	12766	0.6612
5	2	1992	28	42	12765	2.4040
4	2	1992	28	43	12764	0.3785
4	4	1992	28	43	12764	4.5673
4	2	1992	28	44	12763	0.6784
5	3	1992	28	44	12763	4.4124
4	2	1992	28	45	12762	0.6612
1	1	1992	28	46	12761	1.2708
4	2	1992	28	47	12760	0.4645
4	2	1992	28	48	12759	0.4129
4	2	1992	28	49	12758	0.4989
4	2	1992	28	50	12757	1.5805
4	2	1992	28	51	12756	0.7988
4	2	1992	28	52	12755	0.5408
4	2	1992	28	53	12754	0.9193
4	2	1992	28	54	12753	0.8849
2	2	1992	28	55	12752	1.5289
4	2	1992	28	56	12751	0.9021
3	2	1992	28	57	12750	1.6052
3	2	1992	28	58	12749	2.4729
3	2	1992	28	59	12748	2.3352
3	2	1992	28	60	12747	2.5589
2	2	1992	28	61	12746	2.2492
2	2	1992	28	62	12745	0.6268
1	2	1992	28	63	12744	0.4645
2	2	1992	28	64	12743	0.6268
1	1	1992	28	65	12742	0.4301
2	2	1992	28	66	12741	1.1676
2	2	1992	28	67	12740	1.7256
1	1	1992	28	68	12739	0.5408
1	1	1992	28	69	12738	0.4645
1	1	1992	28	70	12737	0.5408
2	2	1992	28	71	12736	2.5417
1	2	1992	28	72	12735	0.8332
1	1	1992	28	73	12734	0.3957
1	1	1992	28	74	12733	0.4645
1	2	1992	28	75	12732	0.8505
1	1	1992	28	76	12731	0.5408
1	1	1992	28	77	12730	0.3613
1	1	1992	28	78	12729	0.4301
1	1	1992	28	79	12728	0.6268
1	1	1992	28	80	12727	0.5408
1	1	1992	28	81	12726	0.6440
1	1	1992	28	82	12725	1.4945
1	1	1992	28	83	12724	0.9193
1	1	1992	28	84	12723	1.4773
1	1	1992	28	85	12722	1.6052
4	2	1992	28	86	12721	0.6440
4	2	1992	28	87	12720	0.9021
4	2	1992	28	88	12718	0.4301
1	1	1991	29	89	12716	0.4645
1	5	1992	30	89	12716	0.0688
1	2	1991	29	90	12715	0.2752
1	2	1991	29	91	12714	0.4989
2	4	1991	29	91	12714	6.1208
1	2	1991	29	92	12713	0.2924
1	2	1991	29	93	12712	0.4129
2	5	1991	29	93	12712	6.2241
3	2	1993	31	94	12711	1.0053
3	3	1993	31	94	12711	4.9532
5	5	1995	32	94	12711	4.8500
1	2	1989	33	95	3690	5.9660
1	1	1991	34	96	12710	2.7728
2	2	1989	33	97	12709	4.8328
3	5	1991	34	97	12709	0.4989
4	3	1991	34	97	12709	4.6017
2	2	1987	35	98	6108	4.7812
3	4	1988	36	98	6108	2.7556
4	5	1990	37	98	6108	0.8677
5	5	1991	34	98	6108	0.5580
6	4	1991	34	98	6108	4.9016
6	3	1992	38	98	6108	2.4212
2	2	1989	33	99	6107	2.5245
2	4	1990	37	99	6107	0.4989
3	3	1990	37	99	6107	4.4296
4	4	1991	34	99	6107	2.5933
1	2	1989	33	100	12708	0.7472
2	2	1993	31	101	12707	0.8332
2	3	1993	31	101	12707	4.7984
1	1	1989	33	102	12706	5.1253
1	1	1993	31	103	6106	4.7812
2	5	1995	32	103	6106	0.4989
3	4	1995	32	103	6106	4.8328
1	2	1993	31	104	6105	5.1081
2	5	1995	32	104	6105	0.6612
3	4	1995	32	104	6105	4.9704
1	1	1993	31	105	12705	4.8328
2	5	1995	32	105	12705	0.4473
3	4	1995	32	105	12705	4.8328
3	2	1986	39	106	6104	4.6533
5	5	1988	36	106	6104	0.3957
5	3	1988	36	106	6104	4.4812
6	4	1989	33	106	6104	2.8072
6	3	1990	37	106	6104	0.4989
6	3	1990	37	106	6104	4.4812
1	1	1993	31	107	12704	4.8156
2	5	1995	32	107	12704	0.3097
3	4	1995	32	107	12704	4.8500
1	2	1992	38	108	6103	4.9876
2	3	1993	31	108	6103	2.3868
3	4	1994	40	108	6103	0.7988
3	3	1994	40	108	6103	4.7812
1	1	1993	31	109	6102	4.8328
2	5	1995	32	109	6102	0.4989
1	2	1994	40	110	12703	1.1160
2	5	1995	32	110	12703	2.6696
5	5	1998	41	110	12703	0.7988
6	2	1998	41	111	12702	0.7300
1	2	1993	31	112	12701	4.7812
1	1	1988	36	113	6101	0.7816
1	5	1989	33	113	6101	0.4473
2	5	1990	37	113	6101	0.7300
3	3	1990	37	113	6101	4.5500
3	4	1991	34	113	6101	2.4729
5	5	1992	38	113	6101	4.7049
5	3	1993	31	113	6101	2.4901
6	3	1994	40	113	6101	0.0172
1	2	1992	38	114	12700	4.9876
2	3	1993	31	114	12700	2.5417
2	3	1994	40	114	12700	0.2752
4	5	1995	32	114	12700	2.6105
6	5	1998	41	114	12700	0.6956
6	2	1989	33	115	12699	0.4301
6	4	1989	33	115	12699	4.6189
1	1	1991	34	116	12698	2.7900
1	5	1992	38	116	12698	4.4468
2	4	1993	31	116	12698	2.4901
3	4	1994	40	116	12698	0.4645
3	4	1994	40	116	12698	4.6361
4	4	1995	32	116	12698	2.5417
1	2	1995	32	117	12697	0.9709
2	3	1995	32	117	12697	5.0392
4	2	1988	36	118	6100	0.3269
4	4	1988	36	118	6100	4.5500
5	4	1989	33	118	6100	2.5417
6	4	1990	37	118	6100	0.4989
6	5	1991	34	118	6100	0.5161
6	4	1991	34	118	6100	4.9188
6	3	1992	38	118	6100	2.4212
6	4	1993	31	118	6100	0.5161
1	2	1995	32	119	12696	0.1720
2	4	1995	32	119	12696	4.8500
4	5	1998	41	119	12696	1.3741
1	2	1992	38	120	6099	4.9360
2	3	1993	31	120	6099	2.7728
3	5	1994	40	120	6099	4.4468
2	2	1988	36	121	3688	4.5500
3	4	1989	33	121	3688	2.5589
4	4	1990	37	121	3688	0.5161
4	3	1990	37	121	3688	4.5328
3	2	1991	34	122	12695	0.5580
3	3	1991	34	122	12695	4.4640
1	2	1995	32	123	12694	0.2408
2	4	1995	32	123	12694	4.8328
4	5	1998	41	123	12694	1.8288
1	2	1994	40	124	12693	5.3564
2	3	1995	32	124	12693	2.7900
1	1	1987	35	125	12692	0.4129
2	5	1988	36	125	12692	2.7384
3	3	1989	33	125	12692	0.5161
3	5	1990	37	125	12692	0.0172
4	4	1990	37	125	12692	4.8672
1	2	1991	34	126	3687	0.6268
2	3	1991	34	126	3687	4.4640
3	4	1992	38	126	3687	2.3696
3	4	1993	31	126	3687	0.1892
4	4	1993	31	126	3687	4.4640
3	2	1991	34	127	6098	0.4989
3	3	1991	34	127	6098	4.4640
4	4	1992	38	127	6098	2.5245
1	2	1993	31	128	12691	4.5328
2	5	1995	32	128	12691	0.2580
5	5	1998	41	128	12691	0.3441
1	2	1988	36	129	6097	0.5752
2	3	1988	36	129	6097	4.4984
3	4	1989	33	129	6097	2.5589
3	4	1990	37	129	6097	0.4989
4	3	1990	37	129	6097	4.4812
4	2	1991	34	130	3686	0.6096
6	5	1995	32	130	3686	0.6612
2	2	1990	37	131	6096	0.0344
2	4	1990	37	131	6096	4.7296
4	5	1992	38	131	6096	2.4385
5	4	1993	31	131	6096	1.0816
5	3	1993	31	131	6096	4.8844
6	5	1995	32	131	6096	0.6612
6	4	1995	32	131	6096	4.9704
1	1	1987	35	132	6095	0.5580
1	5	1988	36	132	6095	0.3957
2	5	1989	33	132	6095	0.4301
3	4	1989	33	132	6095	4.6533
1	1	1990	37	133	12690	4.6533
1	4	1991	34	133	12690	2.5589
2	5	1992	38	133	12690	4.4296
3	4	1993	31	133	12690	2.3352
1	1	1989	33	134	12689	5.9660
1	4	1990	37	134	12689	4.4124
2	4	1991	34	134	12689	2.6352
3	5	1992	38	134	12689	4.4468
4	4	1993	31	134	12689	2.5761
5	3	1994	40	134	12689	0.3097
2	2	1995	32	135	12688	4.8328
1	1	1989	33	136	12687	6.2069
1	4	1990	37	136	12687	4.4124
2	2	1990	37	137	6094	0.0172
2	4	1990	37	137	6094	4.4124
3	4	1991	34	137	6094	2.6524
4	5	1992	38	137	6094	4.7049
5	3	1993	31	137	6094	2.5589
6	4	1994	40	137	6094	0.3785
6	4	1994	40	137	6094	4.6017
1	1	1989	33	138	3685	6.1380
1	4	1990	37	138	3685	4.3952
2	4	1991	34	138	3685	2.7556
3	5	1992	38	138	3685	4.6533
4	4	1993	31	138	3685	2.5589
5	4	1994	40	138	3685	0.8677
5	3	1994	40	138	3685	4.7640
6	4	1995	32	138	3685	2.7040
1	1	1989	33	139	12686	6.1036
2	5	1991	34	139	12686	2.6696
4	5	1993	31	139	12686	0.9193
4	4	1993	31	139	12686	5.1425
1	1	1990	37	140	12685	4.7296
1	1	1987	35	141	6093	0.4473
1	5	1988	36	141	6093	0.3785
2	3	1988	36	141	6093	4.4640
3	4	1989	33	141	6093	2.5589
4	5	1990	37	141	6093	4.5673
5	4	1991	34	141	6093	2.7556
6	5	1992	38	141	6093	4.5500
6	4	1993	31	141	6093	2.5073
2	2	1989	33	142	2503	4.7812
1	2	1991	34	143	6092	2.6696
3	5	1992	38	143	6092	4.4984
3	4	1993	31	143	6092	2.4212
3	2	1990	37	144	12684	0.4989
1	2	1988	36	145	6091	0.3785
2	5	1989	33	145	6091	2.5933
4	5	1990	37	145	6091	4.4468
5	4	1991	34	145	6091	2.7728
1	1	1988	36	146	3684	4.5500
1	4	1989	33	146	3684	2.5245
1	2	1994	40	147	12683	4.9532
2	3	1995	32	147	12683	2.7212
5	5	1998	41	147	12683	0.3097
1	1	1988	36	148	6090	4.6189
1	4	1989	33	148	6090	2.6105
1	2	1995	32	149	12682	0.1720
2	2	1988	36	150	12681	0.6784
3	3	1988	36	150	12681	4.4812
4	4	1989	33	150	12681	2.5589
1	1	1990	37	151	3683	4.7812
1	3	1991	34	151	3683	2.5245
2	5	1992	38	151	3683	4.4296
3	4	1993	31	151	3683	2.6105
4	3	1994	40	151	3683	0.2408
1	1	1988	36	152	3682	4.6189
1	4	1989	33	152	3682	2.5245
4	2	1987	35	153	2502	4.7812
5	4	1988	36	153	2502	2.7212
4	2	1989	33	154	12680	0.4301
5	5	1990	37	154	12680	0.7128
5	3	1990	37	154	12680	4.8156
1	1	1988	36	155	12679	4.5328
1	4	1989	33	155	12679	2.5417
1	2	1988	36	156	6089	0.9021
2	3	1988	36	156	6089	4.5500
3	4	1989	33	156	6089	2.5417
3	4	1990	37	156	6089	0.4645
5	5	1991	34	156	6089	4.6189
6	4	1992	38	156	6089	2.5073
6	4	1993	31	156	6089	1.0988
1	1	1988	36	157	12677	4.5500
1	1	1989	33	158	12676	2.5589
2	5	1991	34	158	12676	1.1848
1	2	1989	33	159	12675	0.9537
1	3	1989	33	159	12675	4.7812
3	2	1992	38	160	6088	4.7812
3	3	1993	31	160	6088	2.4040
4	4	1994	40	160	6088	0.2580
4	4	1994	40	160	6088	4.6361
5	4	1995	32	160	6088	2.7728
1	1	1991	34	161	12674	2.9276
1	2	1989	33	162	12673	4.7640
1	2	1988	36	163	12672	2.6352
1	1	1994	40	164	12671	4.9360
1	3	1995	32	164	12671	2.5245
5	2	1988	36	165	12670	2.7212
6	3	1989	33	165	12670	0.4989
6	4	1989	33	165	12670	6.0692
1	2	1989	33	166	12669	4.7812
1	2	1989	33	167	12668	4.8328
1	2	1989	33	168	12667	4.8328
1	2	1989	33	169	12666	4.8156
1	1	1994	40	170	12665	5.0220
1	4	1995	32	170	12665	2.9276
4	5	1998	41	170	12665	0.3785
6	2	1994	40	171	6087	0.8677
6	3	1994	40	171	6087	4.7296
6	3	1995	32	171	6087	2.5589
3	2	1989	33	172	6086	2.8244
3	3	1990	37	172	6086	0.4645
4	3	1990	37	172	6086	4.3952
4	4	1991	34	172	6086	2.7212
1	2	1989	33	173	12664	5.1253
1	2	1989	33	174	12663	4.8328
2	2	1989	33	175	12662	1.6396
5	2	1987	35	176	6085	4.9360
6	3	1988	36	176	6085	2.7212
6	3	1989	33	176	6085	0.4473
6	4	1989	33	176	6085	4.5845
6	5	1992	38	176	6085	4.9360
1	1	1989	33	177	12661	2.5245
2	2	1989	33	178	12660	2.6352
4	2	1987	35	179	6084	4.7812
4	5	1988	36	179	6084	4.4640
5	4	1989	33	179	6084	2.7728
6	4	1990	37	179	6084	1.1160
6	5	1995	32	179	6084	0.9021
1	1	1989	33	180	12659	2.5245
1	1	1989	33	181	12658	2.5245
1	2	1987	35	182	6083	4.7984
2	4	1988	36	182	6083	2.7040
1	2	1992	38	183	12657	4.4296
2	4	1993	31	183	12657	2.3524
3	4	1994	40	183	12657	0.5752
1	2	1993	31	184	12656	5.1941
1	2	1987	35	185	6082	4.7812
2	4	1988	36	185	6082	2.7556
3	2	1989	33	186	12655	0.4817
3	4	1989	33	186	12655	4.6533
5	5	1991	34	186	12655	0.7128
5	4	1991	34	186	12655	4.9704
1	1	1989	33	187	12654	2.5589
1	2	1993	31	188	12653	4.5500
2	5	1995	32	188	12653	0.4989
3	4	1995	32	188	12653	4.8328
1	1	1989	33	189	12652	4.6705
1	1	1989	33	190	12651	4.6705
1	2	1993	31	191	12650	4.6017
1	2	1987	35	192	6081	4.9360
1	3	1988	36	192	6081	2.7212
2	3	1989	33	192	6081	0.4473
3	4	1989	33	192	6081	4.5845
4	5	1991	34	192	6081	0.3785
5	3	1991	34	192	6081	4.4640
5	4	1992	38	192	6081	2.4040
6	4	1993	31	192	6081	0.2752
6	4	1993	31	192	6081	4.4812
6	5	1995	32	192	6081	4.8328
1	2	1993	31	193	12649	4.6189
1	1	1989	33	194	12648	4.6533
1	2	1987	35	195	12647	4.9532
2	3	1988	36	195	12647	2.7384
3	4	1989	33	195	12647	0.6956
1	2	1987	35	196	6080	4.7640
1	2	1988	36	196	6080	0.4473
3	5	1989	33	196	6080	0.4989
3	3	1989	33	196	6080	4.6189
5	5	1991	34	196	6080	4.4812
6	4	1992	38	196	6080	2.5073
6	4	1993	31	196	6080	0.3957
6	3	1993	31	196	6080	4.4640
6	5	1995	32	196	6080	4.9704
1	1	1989	33	197	6079	4.6705
3	5	1992	38	197	6079	2.4385
4	4	1993	31	197	6079	0.3785
4	3	1993	31	197	6079	4.3608
1	2	1994	40	198	12646	1.2536
1	1	1989	33	199	12645	4.6533
1	1	1989	33	200	6078	4.6705
1	2	1993	31	201	12644	4.5328
4	2	1987	35	202	3681	4.7984
5	5	1988	36	202	3681	4.4812
6	4	1989	33	202	3681	2.5761
6	4	1990	37	202	3681	0.4817
6	5	1991	34	202	3681	0.5924
1	1	1989	33	203	12643	4.6877
1	1	1989	33	204	12642	4.6877
1	1	1992	38	205	12641	2.8588
1	3	1993	31	205	12641	0.1720
1	2	1987	35	206	1809	4.9532
1	3	1988	36	206	1809	2.7384
2	3	1989	33	206	1809	0.4645
3	3	1989	33	206	1809	4.5845
4	5	1991	34	206	1809	0.4817
5	3	1991	34	206	1809	4.4812
1	1	1990	37	207	12640	0.6956
1	1	1990	37	208	12639	0.9365
1	1	1992	38	209	12638	2.8932
1	3	1993	31	209	12638	0.3613
2	4	1993	31	209	12638	5.0220
1	2	1988	36	210	3680	0.9709
2	3	1988	36	210	3680	4.6189
3	4	1989	33	210	3680	2.5933
3	4	1990	37	210	3680	0.5161
4	3	1990	37	210	3680	4.5156
5	4	1991	34	210	3680	2.6352
6	5	1993	31	210	3680	1.1848
6	3	1993	31	210	3680	4.9016
1	1	1990	37	211	6077	0.8677
1	3	1990	37	211	6077	4.8500
3	5	1992	38	211	6077	4.4640
1	1	1990	37	212	6076	0.9365
3	2	1995	32	213	12637	4.8328
1	1	1990	37	214	6075	0.6956
6	5	1995	32	214	6075	0.4989
1	1	1990	37	215	2501	0.6440
1	2	1994	40	216	6074	1.1848
1	4	1994	40	216	6074	5.5112
2	2	1995	32	216	6074	2.7728
5	5	1998	41	216	6074	0.3785
4	2	1988	36	217	12636	0.3441
5	5	1989	33	217	12636	0.6612
1	1	1992	38	218	12635	2.8932
1	1	1990	37	219	3679	0.6440
1	1	1992	38	220	12634	2.8588
1	2	1987	35	221	2499	4.9532
1	3	1988	36	221	2499	2.7556
2	3	1989	33	221	2499	0.4645
3	4	1989	33	221	2499	4.6705
4	5	1991	34	221	2499	1.7428
1	1	1990	37	222	12633	0.6096
1	2	1993	31	223	6073	0.2924
2	3	1993	31	223	6073	4.3092
3	5	1995	32	223	6073	0.5408
4	4	1995	32	223	6073	4.8328
1	1	1989	33	224	12632	2.5245
4	5	1992	38	224	12632	4.6877
4	4	1993	31	224	12632	2.6352
5	4	1994	40	224	12632	0.5408
1	1	1988	36	225	6072	4.4640
1	4	1989	33	225	6072	2.5417
2	4	1990	37	225	6072	0.7644
3	3	1990	37	225	6072	4.5673
3	4	1991	34	225	6072	2.5245
1	2	1988	36	226	12631	0.6956
2	3	1988	36	226	12631	4.4984
3	4	1989	33	226	12631	2.5245
1	1	1988	36	227	6071	0.6784
1	3	1988	36	227	6071	4.4640
2	5	1990	37	227	6071	0.4645
4	5	1991	34	227	6071	0.7128
4	3	1991	34	227	6071	4.8500
5	3	1992	38	227	6071	2.3524
5	4	1993	31	227	6071	0.4473
6	5	1994	40	227	6071	0.6440
1	1	1995	32	228	12630	5.3048
4	2	1987	35	229	3678	4.9532
5	3	1988	36	229	3678	2.7212
6	3	1989	33	229	3678	0.4989
6	3	1989	33	229	3678	4.5845
6	5	1991	34	229	3678	0.6612
6	5	1992	38	229	3678	2.7384
1	1	1995	32	230	12629	5.3048
1	1	1995	32	231	12628	5.2876
1	1	1992	38	232	12627	2.8932
1	4	1993	31	232	12627	0.9365
2	3	1993	31	232	12627	4.8156
3	5	1995	32	232	12627	0.3957
4	4	1995	32	232	12627	4.8328
1	2	1993	31	233	12626	4.9532
2	5	1995	32	233	12626	0.3269
1	2	1993	31	234	12625	0.4473
2	3	1993	31	234	12625	4.4812
3	5	1995	32	234	12625	0.5580
1	2	1987	35	235	3677	4.7812
2	4	1988	36	235	3677	2.7212
3	2	1989	33	236	12624	0.7644
3	3	1989	33	236	12624	4.8156
1	2	1993	31	237	12623	0.4645
2	3	1993	31	237	12623	4.4124
1	2	1994	40	238	12622	1.2536
1	4	1994	40	238	12622	5.5456
5	2	1987	35	239	12621	4.7640
6	4	1988	36	239	12621	2.7212
6	3	1989	33	239	12621	0.4301
6	4	1989	33	239	12621	4.6189
6	5	1991	34	239	12621	0.3613
6	3	1991	34	239	12621	4.4640
6	5	1992	38	239	12621	4.7468
2	2	1991	34	240	6070	2.6868
4	5	1993	31	240	6070	2.3696
5	4	1994	40	240	6070	0.3957
1	1	1992	38	241	12620	2.8588
1	2	1988	36	242	12619	2.7900
2	4	1989	33	242	12619	0.6440
5	5	1992	38	242	12619	2.4040
6	2	1988	36	243	3676	2.7212
6	4	1989	33	243	3676	0.6956
6	3	1989	33	243	3676	4.7984
6	5	1991	34	243	3676	0.6612
6	4	1991	34	243	3676	4.9016
6	3	1992	38	243	3676	2.3696
6	4	1993	31	243	3676	1.6568
6	4	1994	40	243	3676	0.8160
5	2	1987	35	244	12618	2.5245
6	5	1988	36	244	12618	4.4640
6	4	1989	33	244	12618	2.5417
2	2	1989	33	245	2498	0.4473
3	4	1989	33	245	2498	4.6361
4	5	1991	34	245	2498	0.5333
5	3	1991	34	245	2498	4.4640
6	2	1993	31	246	12616	2.3868
4	2	1988	36	247	6069	0.3269
4	4	1988	36	247	6069	4.7640
5	3	1989	33	247	6069	2.5933
6	4	1990	37	247	6069	0.4817
6	4	1990	37	247	6069	4.7812
5	2	1994	40	248	6068	4.7296
5	2	1995	32	249	12615	2.7384
1	1	1990	37	250	12614	4.5845
6	2	1994	40	251	12612	4.6361
6	4	1995	32	251	12612	2.5245
6	5	1998	41	251	12612	0.3957
2	2	1992	38	252	3675	4.4468
3	4	1993	31	252	3675	2.3696
5	5	1995	32	252	3675	2.5245
2	2	1998	41	253	12611	0.5408
1	1	1991	34	254	6067	0.4989
1	3	1991	34	254	6067	4.4984
2	4	1992	38	254	6067	2.5933
2	4	1993	31	254	6067	0.4301
3	3	1993	31	254	6067	4.4812
1	2	1991	34	255	6066	0.5161
2	5	1992	38	255	6066	2.5933
3	3	1993	31	255	6066	0.2752
2	2	1998	41	256	12610	1.2192
2	2	1998	41	257	12609	0.3097
2	2	1998	41	258	12608	1.0816
3	2	1993	31	259	12607	0.9365
5	5	1995	32	259	12607	0.6612
4	2	1987	35	260	12606	2.5761
6	5	1988	36	260	12606	4.5156
6	4	1989	33	260	12606	2.5589
6	2	1993	31	261	6065	2.4040
6	4	1994	40	261	6065	0.8160
6	3	1994	40	261	6065	4.7296
6	4	1995	32	261	6065	2.6277
1	1	1991	34	262	3674	1.0644
1	2	1991	34	262	3674	4.6017
2	3	1992	38	262	3674	2.3180
2	4	1993	31	262	3674	0.4473
3	3	1993	31	262	3674	4.2920
6	2	1995	32	263	12605	2.5589
1	1	1991	34	264	6064	0.4989
1	3	1991	34	264	6064	4.4812
2	4	1992	38	264	6064	2.4729
2	3	1993	31	264	6064	0.2064
3	4	1993	31	264	6064	4.3780
5	5	1995	32	264	6064	0.6096
1	2	1991	34	265	12604	4.6189
2	3	1992	38	265	12604	2.3696
2	4	1993	31	265	12604	0.3613
4	5	1995	32	265	12604	0.2580
5	4	1995	32	265	12604	4.8328
1	1	1991	34	266	6063	0.4645
1	3	1991	34	266	6063	4.4640
2	4	1992	38	266	6063	2.3180
2	4	1993	31	266	6063	0.4989
3	4	1993	31	266	6063	4.8500
2	2	1998	41	267	12603	0.7988
6	2	1998	41	268	12602	0.0344
1	1	1991	34	269	6062	0.5161
1	3	1991	34	269	6062	4.4984
2	4	1992	38	269	6062	2.5073
2	3	1993	31	269	6062	0.2064
1	1	1991	34	270	3673	0.4989
1	3	1991	34	270	3673	4.5328
2	4	1992	38	270	3673	2.4212
2	4	1993	31	270	3673	0.4473
2	2	1988	36	271	6061	0.4989
3	3	1988	36	271	6061	4.4640
4	4	1989	33	271	6061	2.8244
5	3	1990	37	271	6061	0.5161
5	4	1990	37	271	6061	4.8156
6	4	1991	34	271	6061	2.6696
6	5	1992	38	271	6061	4.7812
6	3	1993	31	271	6061	2.4557
2	2	1998	41	272	12601	0.3957
1	1	1988	36	273	2497	0.9709
2	5	1990	37	273	2497	0.4989
3	3	1990	37	273	2497	4.4468
4	4	1991	34	273	2497	2.5933
5	2	1995	32	274	12600	2.7040
6	2	1988	36	275	12599	1.4773
6	5	1989	33	275	12599	0.8505
1	1	1990	37	276	3672	4.5845
1	4	1991	34	276	3672	2.6105
2	5	1992	38	276	3672	4.5673
3	3	1993	31	276	3672	2.4040
4	5	1994	40	276	3672	4.5845
4	2	1987	35	277	2496	2.4901
6	5	1988	36	277	2496	4.4984
6	4	1989	33	277	2496	2.5589
6	4	1990	37	277	2496	0.4817
6	2	1993	31	278	6060	2.4040
6	4	1994	40	278	6060	0.8677
6	3	1994	40	278	6060	4.6877
6	4	1995	32	278	6060	2.7384
1	2	1988	36	279	6059	0.4817
2	3	1988	36	279	6059	4.5156
3	4	1989	33	279	6059	2.5417
3	4	1990	37	279	6059	0.4645
4	3	1990	37	279	6059	4.4812
4	2	1989	33	280	12598	1.6396
1	1	1990	37	281	6058	4.5500
1	4	1991	34	281	6058	2.6277
3	5	1992	38	281	6058	4.6705
3	3	1993	31	281	6058	2.5073
4	3	1994	40	281	6058	0.2408
5	4	1994	40	281	6058	4.6017
5	4	1995	32	281	6058	2.5245
1	1	1993	31	282	6057	2.6105
1	3	1994	40	282	6057	0.3097
3	5	1995	32	282	6057	4.8500
1	2	1994	40	283	12597	5.5456
1	1	1988	36	284	12596	2.6352
1	4	1989	33	284	12596	0.4645
2	4	1989	33	284	12596	4.6189
2	2	1989	33	285	6056	0.4301
3	5	1990	37	285	6056	0.9193
4	5	1991	34	285	6056	0.9881
5	5	1992	38	285	6056	2.4729
6	4	1993	31	285	6056	0.5580
6	5	1994	40	285	6056	0.8677
6	3	1994	40	285	6056	4.9532
3	2	1994	40	286	6055	4.3952
4	4	1995	32	286	6055	2.5761
1	1	1993	31	287	12595	2.8072
1	3	1994	40	287	12595	0.2408
1	1	1988	36	288	12594	2.6352
1	3	1989	33	288	12594	0.4301
2	4	1989	33	288	12594	4.6017
1	1	1993	31	289	12593	2.8244
1	3	1994	40	289	12593	0.2580
2	4	1994	40	289	12593	4.7296
1	1	1993	31	290	6054	2.7212
1	3	1994	40	290	6054	0.2924
2	4	1994	40	290	6054	4.5845
5	2	1995	32	291	6053	2.6277
1	1	1993	31	292	12592	2.6277
2	2	1989	33	293	12591	4.7049
1	1	1990	37	294	6052	4.5845
1	4	1991	34	294	6052	2.6696
2	5	1992	38	294	6052	4.4984
3	4	1993	31	294	6052	2.3868
4	4	1994	40	294	6052	0.5161
2	2	1989	33	295	6051	4.7296
3	5	1991	34	295	6051	4.5328
4	4	1992	38	295	6051	2.5073
5	4	1993	31	295	6051	0.4645
5	3	1993	31	295	6051	4.3264
1	2	1994	40	296	12590	5.5284
1	1	1988	36	297	12589	2.6352
2	5	1989	33	297	12589	5.1253
1	1	1990	37	298	6050	4.6533
1	4	1991	34	298	6050	2.7728
2	5	1992	38	298	6050	4.4468
3	4	1993	31	298	6050	2.6868
4	4	1994	40	298	6050	0.8677
1	2	1995	32	299	12587	0.2408
2	4	1995	32	299	12587	4.8328
2	2	1989	33	300	12586	0.6784
